N-degree;E-degree;Emergency Type;Date;Time
35,1215634;136,9328859;EMS: CARDIAC EMERGENCY;9-10-2019;02:57:43
35,16908381;136,9573778;Fire: FIRE ALARM;9-10-2019;03:00:56
35,1445728;136,9147457;EMS: DOMESTIC DISTURBANCE;9-10-2019;03:02:36
35,11469877;136,9325266;EMS: ABDOMINAL PAINS;9-10-2019;03:03:50
35,14249071;136,9483562;Fire: FIRE INVESTIGATION;9-10-2019;03:37:06
35,17212363;136,9212291;EMS: VEHICLE ACCIDENT;9-10-2019;03:49:42
35,17119166;136,9540308;EMS: FALL VICTIM;9-10-2019;03:52:56
35,13448238;136,9142442;EMS: SUBJECT IN PAIN;9-10-2019;04:05:16
35,18510859;136,9370748;Traffic: VEHICLE ACCIDENT -;9-10-2019;04:39:14
35,11231054;136,9430328;Traffic: VEHICLE ACCIDENT -;9-10-2019;04:55:02
35,1216562;136,9125908;Traffic: VEHICLE ACCIDENT -;9-10-2019;05:04:38
35,15788687;136,9734806;EMS: FALL VICTIM;9-10-2019;05:10:32
35,14519026;136,9601948;EMS: ABDOMINAL PAINS;9-10-2019;05:16:43
35,13071774;136,9797058;Traffic: DISABLED VEHICLE -;9-10-2019;05:20:14
35,15843321;136,9400868;Traffic: DISABLED VEHICLE -;9-10-2019;05:32:49
35,13909494;136,9686903;EMS: GENERAL WEAKNESS;9-10-2019;05:49:11
35,11564649;136,9417206;EMS: SEIZURES;9-10-2019;05:51:58
35,15140977;136,9808663;EMS: MEDICAL ALERT ALARM;9-10-2019;05:58:46
35,19546741;136,9391271;Traffic: VEHICLE ACCIDENT -;9-10-2019;06:01:34
35,17743051;136,9441084;EMS: VEHICLE ACCIDENT;9-10-2019;06:02:57
35,1215157;136,9840658;EMS: SUBJECT IN PAIN;9-10-2019;06:03:25
35,14879789;136,9265462;Traffic: VEHICLE ACCIDENT -;9-10-2019;06:05:08
35,19187876;136,9580859;Traffic: VEHICLE ACCIDENT -;9-10-2019;06:08:47
35,17089853;136,9122211;Traffic: VEHICLE ACCIDENT -;9-10-2019;06:10:09
35,19183018;136,946217;Traffic: VEHICLE ACCIDENT -;9-10-2019;06:25:23
35,11820479;136,9145356;Traffic: VEHICLE ACCIDENT -;9-10-2019;06:29:26
35,18737655;136,9294323;EMS: RESPIRATORY EMERGENCY;9-10-2019;06:36:02
35,13459041;136,9264541;Traffic: VEHICLE ACCIDENT -;9-10-2019;06:44:56
35,160447;136,9810305;EMS: CARDIAC EMERGENCY;9-10-2019;06:49:26
35,16298199;136,9212538;EMS: SEIZURES;9-10-2019;06:53:43
35,19287936;136,9316883;Fire: FIRE ALARM;9-10-2019;06:54:13
35,16802795;136,9296015;EMS: ALTERED MENTAL STATUS;9-10-2019;06:57:03
35,19387989;136,9378068;Traffic: DISABLED VEHICLE -;9-10-2019;06:58:05
35,13440545;136,9602158;Fire: VEHICLE ACCIDENT;9-10-2019;06:58:12
35,19335332;136,9105829;Fire: FIRE ALARM;9-10-2019;07:01:40
35,11992617;136,9690215;EMS: FALL VICTIM;9-10-2019;07:03:31
35,12933909;136,9618847;EMS: CARDIAC EMERGENCY;9-10-2019;07:06:04
35,1434813;136,932504;EMS: MEDICAL ALERT ALARM;9-10-2019;07:09:15
35,19606004;136,9678789;Traffic: VEHICLE ACCIDENT -;9-10-2019;07:13:12
35,16642575;136,9643948;EMS: UNCONSCIOUS SUBJECT;9-10-2019;07:16:00
35,16720672;136,9941636;Traffic: DISABLED VEHICLE -;9-10-2019;07:16:30
35,17180084;136,9459366;EMS: NAUSEA/VOMITING;9-10-2019;07:16:38
35,14447698;136,9414915;EMS: SEIZURES;9-10-2019;07:17:26
35,12996122;136,9911937;Fire: FIRE ALARM;9-10-2019;07:19:41
35,115783;136,9716097;EMS: SUBJECT IN PAIN;9-10-2019;07:27:46
35,15816326;136,9226244;Fire: BUILDING FIRE;9-10-2019;07:28:34
35,17505525;136,9801779;EMS: SEIZURES;9-10-2019;07:29:21
35,15066449;136,9233005;Fire: FIRE ALARM;9-10-2019;07:34:38
35,15283211;136,9323887;Traffic: ROAD OBSTRUCTION -;9-10-2019;07:40:23
35,16067818;136,9302493;EMS: DIABETIC EMERGENCY;9-10-2019;07:42:56
35,19106306;136,9242055;EMS: FALL VICTIM;9-10-2019;07:43:38
35,13991638;136,9510536;Traffic: VEHICLE FIRE -;9-10-2019;07:46:00
35,191891;136,989132;Traffic: DISABLED VEHICLE -;9-10-2019;07:50:53
35,15460759;136,9592856;EMS: SYNCOPAL EPISODE;9-10-2019;07:52:33
35,17567707;136,9679288;Traffic: VEHICLE ACCIDENT -;9-10-2019;07:55:32
35,1395493;136,9984131;EMS: ANIMAL BITE;9-10-2019;07:56:50
35,11254296;136,9869004;Traffic: VEHICLE ACCIDENT -;9-10-2019;07:58:16
35,18376383;136,9537451;EMS: CARDIAC EMERGENCY;9-10-2019;08:03:38
35,14959871;136,9527657;EMS: MEDICAL ALERT ALARM;9-10-2019;08:05:56
35,12602886;136,9813689;Fire: GAS-ODOR/LEAK;9-10-2019;08:08:59
35,17149391;136,9711545;EMS: CARDIAC EMERGENCY;9-10-2019;08:09:46
35,17456161;136,9232526;Fire: VEHICLE FIRE;9-10-2019;08:09:46
35,14762605;136,9121214;EMS: VEHICLE ACCIDENT;9-10-2019;08:11:29
35,16542431;136,9363726;EMS: CVA/STROKE;9-10-2019;08:16:13
35,16646048;136,9962901;EMS: CVA/STROKE;9-10-2019;08:16:27
35,13014125;136,9837032;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;08:19:15
35,13984241;136,9894493;EMS: ABDOMINAL PAINS;9-10-2019;08:29:13
35,1234637;136,9740592;Traffic: HAZARDOUS ROAD CONDITIONS -;9-10-2019;08:29:39
35,18634099;136,9246864;Traffic: VEHICLE ACCIDENT -;9-10-2019;08:31:55
35,16451001;136,927153;EMS: HEAD INJURY;9-10-2019;08:36:42
35,15900986;136,914307;EMS: DEHYDRATION;9-10-2019;08:37:56
35,12342412;136,9914296;Fire: BUILDING FIRE;9-10-2019;08:40:39
35,17102824;136,9141516;EMS: FALL VICTIM;9-10-2019;08:45:23
35,16642877;136,9915809;Fire: FIRE ALARM;9-10-2019;08:48:47
35,19530291;136,9317375;Traffic: DISABLED VEHICLE -;9-10-2019;08:49:48
35,18213227;136,9340529;Traffic: DISABLED VEHICLE -;9-10-2019;08:51:15
35,16292982;136,9539241;EMS: VEHICLE ACCIDENT;9-10-2019;08:54:59
35,06901447;136,959664;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:03:02
35,19464914;136,9721299;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:03:27
35,16224561;136,97246;EMS: LACERATIONS;9-10-2019;09:08:21
35,19776143;136,9903587;EMS: CARBON MONOXIDE DETECTOR;9-10-2019;09:11:06
35,12483922;136,9540506;Fire: WOODS/FIELD FIRE;9-10-2019;09:12:29
35,1370382;136,9677861;EMS: ALTERED MENTAL STATUS;9-10-2019;09:15:19
35,18219106;136,9880229;EMS: SYNCOPAL EPISODE;9-10-2019;09:19:20
35,13346895;136,9976606;EMS: CVA/STROKE;9-10-2019;09:28:03
35,11533569;136,9782687;EMS: ABDOMINAL PAINS;9-10-2019;09:28:59
35,11470745;136,9886214;EMS: FALL VICTIM;9-10-2019;09:30:38
35,11063298;136,9119343;Traffic: ROAD OBSTRUCTION -;9-10-2019;09:31:14
35,18507501;136,9620023;EMS: FALL VICTIM;9-10-2019;09:32:58
35,18893487;136,9451777;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:34:56
35,1417264;136,9928797;Fire: FIRE INVESTIGATION;9-10-2019;09:37:35
35,14397341;136,9953409;Fire: FIRE ALARM;9-10-2019;09:37:39
35,13096438;136,9531891;EMS: OVERDOSE;9-10-2019;09:39:39
35,15290253;136,9622448;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:40:42
35,13920045;136,9460068;Fire: GAS-ODOR/LEAK;9-10-2019;09:47:59
35,15421581;136,9916992;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:48:15
35,17977167;136,9104436;EMS: SUBJECT IN PAIN;9-10-2019;09:48:51
35,1252712;136,95362;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:51:35
35,16664452;136,9569363;EMS: CARDIAC EMERGENCY;9-10-2019;09:51:59
35,11095166;136,9523807;Fire: CARBON MONOXIDE DETECTOR;9-10-2019;09:52:41
35,14934915;136,9486294;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:53:05
35,135412;136,9664524;Traffic: VEHICLE ACCIDENT -;9-10-2019;09:53:10
35,12089609;136,9533505;Traffic: DISABLED VEHICLE -;9-10-2019;09:54:43
35,11887502;136,9101776;EMS: FALL VICTIM;9-10-2019;09:56:12
35,18009938;136,9135723;EMS: HEAD INJURY;9-10-2019;09:58:04
35,18112812;136,9690251;EMS: BUILDING FIRE;9-10-2019;10:00:53
35,1635795;136,9398873;EMS: FALL VICTIM;9-10-2019;10:01:29
35,15553958;136,986115;EMS: CARDIAC EMERGENCY;9-10-2019;10:03:26
35,19586973;136,9494478;Traffic: VEHICLE ACCIDENT -;9-10-2019;10:05:41
35,1551683;136,9802368;EMS: UNCONSCIOUS SUBJECT;9-10-2019;10:08:20
35,13406339;136,9621298;Fire: ELECTRICAL FIRE OUTSIDE;9-10-2019;10:09:11
35,14816011;136,960218;EMS: VEHICLE ACCIDENT;9-10-2019;10:11:03
35,15685602;136,9833328;Traffic: ROAD OBSTRUCTION -;9-10-2019;10:12:18
35,17432971;136,9805085;EMS: MEDICAL ALERT ALARM;9-10-2019;10:12:41
35,1356962;136,9738609;EMS: ALLERGIC REACTION;9-10-2019;10:20:44
35,14431395;136,9932361;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;10:21:21
35,17772377;136,9440558;EMS: NAUSEA/VOMITING;9-10-2019;10:35:32
35,19512782;136,9501448;Traffic: DISABLED VEHICLE -;9-10-2019;10:37:01
35,19058319;136,9302614;EMS: HEAD INJURY;9-10-2019;10:38:17
35,14517496;136,9454377;EMS: UNCONSCIOUS SUBJECT;9-10-2019;10:38:21
35,19291221;136,9387543;Traffic: VEHICLE ACCIDENT -;9-10-2019;10:38:34
35,17944687;136,9364366;EMS: CARDIAC EMERGENCY;9-10-2019;10:43:20
35,12874131;136,9290165;EMS: VEHICLE ACCIDENT;9-10-2019;10:45:20
35,15283493;136,9543456;EMS: FALL VICTIM;9-10-2019;10:47:22
35,1316751;136,9875839;Fire: FIRE ALARM;9-10-2019;10:47:41
35,15930123;136,9819936;EMS: SUBJECT IN PAIN;9-10-2019;10:51:24
35,14969274;136,9321384;EMS: GENERAL WEAKNESS;9-10-2019;10:51:52
35,14526816;136,9363464;Fire: FIRE ALARM;9-10-2019;10:52:43
35,13782691;136,9616097;EMS: ALTERED MENTAL STATUS;9-10-2019;10:52:53
35,17964185;136,9354595;Traffic: DISABLED VEHICLE -;9-10-2019;10:54:58
35,13773744;136,9873154;Traffic: DISABLED VEHICLE -;9-10-2019;10:58:32
35,15642451;136,9333796;EMS: MEDICAL ALERT ALARM;9-10-2019;10:59:20
35,19982989;136,9467819;Fire: FIRE ALARM;9-10-2019;11:00:47
35,19134378;136,9958258;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:01:18
35,15730132;136,9507379;Fire: FIRE INVESTIGATION;9-10-2019;11:02:15
35,18482839;136,9379807;EMS: UNRESPONSIVE SUBJECT;9-10-2019;11:02:19
35,11422991;136,9643513;EMS: VEHICLE ACCIDENT;9-10-2019;11:03:14
35,11686774;136,9100726;EMS: GENERAL WEAKNESS;9-10-2019;11:05:25
35,13517885;136,9291439;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:06:26
35,15718064;136,9914469;EMS: HEAD INJURY;9-10-2019;11:07:59
35,17551029;136,9673077;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:10:04
35,1827605;136,9576311;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:11:56
35,11657969;136,9887016;EMS: FRACTURE;9-10-2019;11:14:55
35,15592062;136,9875871;EMS: SYNCOPAL EPISODE;9-10-2019;11:18:37
35,1451711;136,9966296;EMS: GENERAL WEAKNESS;9-10-2019;11:19:10
35,18161544;136,9142823;Fire: GAS-ODOR/LEAK;9-10-2019;11:20:57
35,11579051;136,96292;EMS: VEHICLE ACCIDENT;9-10-2019;11:22:45
35,16935376;136,929126;Traffic: DISABLED VEHICLE -;9-10-2019;11:27:25
35,16643911;136,963231;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:29:29
35,13898944;136,9777405;EMS: SUBJECT IN PAIN;9-10-2019;11:33:58
35,1597542;136,9888296;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:38:45
35,16337702;136,928604;EMS: GENERAL WEAKNESS;9-10-2019;11:39:37
35,11592912;136,9255439;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:42:23
35,18530296;136,9791615;EMS: ABDOMINAL PAINS;9-10-2019;11:43:27
35,15157225;136,9992626;EMS: SHOOTING;9-10-2019;11:45:13
35,17126527;136,9824461;EMS: VEHICLE ACCIDENT;9-10-2019;11:47:06
35,18184558;136,9729538;Traffic: DISABLED VEHICLE -;9-10-2019;11:48:44
35,18248107;136,9517512;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:50:07
35,19190129;136,9621367;EMS: GENERAL WEAKNESS;9-10-2019;11:51:16
35,19125632;136,9896489;Traffic: VEHICLE ACCIDENT -;9-10-2019;11:59:58
35,1894576;136,9451202;Traffic: DISABLED VEHICLE -;9-10-2019;12:02:54
35,14874266;136,9342201;EMS: VEHICLE ACCIDENT;9-10-2019;12:02:59
35,16396011;136,9167327;EMS: SUBJECT IN PAIN;9-10-2019;12:05:14
35,17171403;136,9612035;EMS: ABDOMINAL PAINS;9-10-2019;12:08:13
35,12180449;136,9278923;Fire: RESCUE - GENERAL;9-10-2019;12:14:09
35,18691629;136,9308448;Traffic: VEHICLE ACCIDENT -;9-10-2019;12:17:07
35,16349209;136,9367949;Traffic: HAZARDOUS ROAD CONDITIONS -;9-10-2019;12:18:32
35,14712617;136,9939736;EMS: GENERAL WEAKNESS;9-10-2019;12:20:16
35,13823021;136,9684866;Fire: VEHICLE ACCIDENT;9-10-2019;12:21:06
35,1164544;136,9679004;EMS: RESPIRATORY EMERGENCY;9-10-2019;12:21:52
35,14304559;136,9740059;Traffic: DISABLED VEHICLE -;9-10-2019;12:26:19
35,19133995;136,9431866;EMS: ABDOMINAL PAINS;9-10-2019;12:28:59
35,15660352;136,9111598;EMS: CARDIAC EMERGENCY;9-10-2019;12:29:38
35,19108783;136,9756797;EMS: SEIZURES;9-10-2019;12:33:03
35,12774872;136,9482939;EMS: OVERDOSE;9-10-2019;12:36:27
35,17611709;136,992486;EMS: CARDIAC EMERGENCY;9-10-2019;12:37:07
35,14739407;136,9671367;EMS: SUBJECT IN PAIN;9-10-2019;12:37:30
35,19765938;136,9686137;Traffic: VEHICLE ACCIDENT -;9-10-2019;12:38:29
35,19940231;136,9603961;Traffic: DISABLED VEHICLE -;9-10-2019;12:41:23
35,12399239;136,9769185;Fire: GAS-ODOR/LEAK;9-10-2019;12:42:29
35,13192017;136,977364;EMS: OVERDOSE;9-10-2019;12:42:49
35,18708347;136,9169709;Traffic: VEHICLE ACCIDENT -;9-10-2019;12:46:39
35,1690793;136,9842933;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;12:46:50
35,1185825;136,9586948;Traffic: DISABLED VEHICLE -;9-10-2019;12:48:01
35,12855669;136,9456988;Traffic: VEHICLE ACCIDENT -;9-10-2019;12:48:18
35,17183616;136,9659145;EMS: RESPIRATORY EMERGENCY;9-10-2019;12:49:49
35,11790535;136,9227898;EMS: RESPIRATORY EMERGENCY;9-10-2019;12:51:34
35,18118632;136,989513;Traffic: VEHICLE ACCIDENT -;9-10-2019;13:07:28
35,19563848;136,9184773;Traffic: VEHICLE ACCIDENT -;9-10-2019;13:07:36
35,13337858;136,9465103;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;13:09:05
35,14268556;136,9539587;EMS: VEHICLE ACCIDENT;9-10-2019;13:15:36
35,17141718;136,9389759;EMS: VEHICLE ACCIDENT;9-10-2019;13:15:44
35,12797392;136,927355;Traffic: VEHICLE ACCIDENT -;9-10-2019;13:21:02
35,17476859;136,9860172;EMS: ABDOMINAL PAINS;9-10-2019;13:27:06
35,18613711;136,9846186;Fire: CARBON MONOXIDE DETECTOR;9-10-2019;13:28:26
35,14340513;136,959393;Fire: FIRE ALARM;9-10-2019;13:29:46
35,14519012;136,993905;EMS: SYNCOPAL EPISODE;9-10-2019;13:30:33
35,15361098;136,9228001;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;13:31:31
35,17151729;136,9293664;EMS: VEHICLE ACCIDENT;9-10-2019;13:32:39
35,11953705;136,9713304;EMS: CVA/STROKE;9-10-2019;13:33:32
35,17970533;136,9130592;EMS: SUSPICIOUS;9-10-2019;13:39:30
35,12976568;136,9584446;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;13:41:03
35,13327993;136,9668169;EMS: FALL VICTIM;9-10-2019;13:41:35
35,12894761;136,9172328;EMS: UNRESPONSIVE SUBJECT;9-10-2019;13:42:22
35,16285433;136,9760697;EMS: CARDIAC EMERGENCY;9-10-2019;13:44:25
35,1539706;136,9815556;Fire: FIRE ALARM;9-10-2019;13:44:37
35,16251844;136,985567;EMS: SYNCOPAL EPISODE;9-10-2019;13:49:16
35,16265802;136,9380269;EMS: SUBJECT IN PAIN;9-10-2019;13:51:20
35,13686305;136,9124474;Traffic: VEHICLE ACCIDENT -;9-10-2019;13:51:33
35,13828291;136,9115303;Traffic: VEHICLE ACCIDENT -;9-10-2019;13:53:06
35,13782263;136,9134518;EMS: HEAD INJURY;9-10-2019;13:55:30
35,11655564;136,9407081;Traffic: VEHICLE ACCIDENT -;9-10-2019;13:57:48
35,13260287;136,991919;Traffic: ROAD OBSTRUCTION -;9-10-2019;14:00:02
35,18571126;136,9437586;EMS: FALL VICTIM;9-10-2019;14:02:39
35,17760047;136,9227644;EMS: SUBJECT IN PAIN;9-10-2019;14:03:14
35,17038585;136,9213354;Fire: UNKNOWN TYPE FIRE;9-10-2019;14:04:23
35,17612585;136,9631884;Fire: VEHICLE ACCIDENT;9-10-2019;14:10:04
35,19575709;136,9125165;Traffic: HAZARDOUS ROAD CONDITIONS -;9-10-2019;14:11:16
35,14777304;136,9241938;Traffic: VEHICLE ACCIDENT -;9-10-2019;14:13:47
35,13236897;136,9376511;EMS: FALL VICTIM;9-10-2019;14:14:04
35,11290149;136,9333839;EMS: RESCUE - GENERAL;9-10-2019;14:14:23
35,17287883;136,9593125;Traffic: DISABLED VEHICLE -;9-10-2019;14:15:33
35,13143277;136,9104631;EMS: CARDIAC EMERGENCY;9-10-2019;14:16:28
35,19196015;136,9266627;EMS: DOMESTIC DISTURBANCE;9-10-2019;14:19:07
35,17352751;136,9343182;Fire: FIRE INVESTIGATION;9-10-2019;14:20:15
35,12344287;136,9613365;Fire: ELECTRICAL FIRE OUTSIDE;9-10-2019;14:20:55
35,17538747;136,9685436;Traffic: VEHICLE ACCIDENT -;9-10-2019;14:21:03
35,1941524;136,9278637;Traffic: VEHICLE ACCIDENT -;9-10-2019;14:23:23
35,1762408;136,9441731;Traffic: VEHICLE ACCIDENT -;9-10-2019;14:23:37
35,13858673;136,9836755;EMS: CVA/STROKE;9-10-2019;14:35:01
35,19822874;136,973111;EMS: RESPIRATORY EMERGENCY;9-10-2019;14:41:34
35,14459407;136,920149;Traffic: DISABLED VEHICLE -;9-10-2019;14:47:09
35,12094293;136,9114592;Traffic: DISABLED VEHICLE -;9-10-2019;14:52:35
35,18817387;136,9365474;EMS: UNCONSCIOUS SUBJECT;9-10-2019;14:54:03
35,13036428;136,9522845;Traffic: VEHICLE ACCIDENT -;9-10-2019;14:56:45
35,19341953;136,9675613;Traffic: VEHICLE FIRE -;9-10-2019;14:57:17
35,12780804;136,918209;EMS: FEVER;9-10-2019;14:57:34
35,17282406;136,9395728;Traffic: VEHICLE ACCIDENT -;9-10-2019;14:59:06
35,11138857;136,91027;Traffic: DISABLED VEHICLE -;9-10-2019;14:59:41
35,16949673;136,9574772;Traffic: VEHICLE ACCIDENT -;9-10-2019;15:04:04
35,19934679;136,966368;EMS: RESPIRATORY EMERGENCY;9-10-2019;15:04:40
35,12529804;136,9730669;EMS: GENERAL WEAKNESS;9-10-2019;15:05:56
35,17292461;136,9447812;EMS: FALL VICTIM;9-10-2019;15:06:18
35,1107074;136,9833951;EMS: UNCONSCIOUS SUBJECT;9-10-2019;15:09:23
35,17522232;136,9113922;Fire: FIRE ALARM;9-10-2019;15:10:44
35,13394967;136,9373952;Fire: FIRE ALARM;9-10-2019;15:13:03
35,13239192;136,9588125;EMS: ABDOMINAL PAINS;9-10-2019;15:15:18
35,1676561;136,9887977;Traffic: VEHICLE ACCIDENT -;9-10-2019;15:16:11
35,15344044;136,9519588;EMS: ABDOMINAL PAINS;9-10-2019;15:18:19
35,19044044;136,983423;EMS: CARDIAC EMERGENCY;9-10-2019;15:20:15
35,16611995;136,9259465;EMS: FALL VICTIM;9-10-2019;15:20:39
35,1317694;136,9870514;EMS: VEHICLE ACCIDENT;9-10-2019;15:23:47
35,11107754;136,9830731;EMS: VEHICLE ACCIDENT;9-10-2019;15:25:37
35,1526719;136,9278105;Traffic: DISABLED VEHICLE -;9-10-2019;15:26:17
35,16750001;136,9250642;EMS: SYNCOPAL EPISODE;9-10-2019;15:27:26
35,19127646;136,9250113;Traffic: VEHICLE ACCIDENT -;9-10-2019;15:27:48
35,14000899;136,9833111;Traffic: DISABLED VEHICLE -;9-10-2019;15:29:32
35,1950029;136,9912457;Fire: UNKNOWN TYPE FIRE;9-10-2019;15:29:52
35,13386882;136,9162289;Traffic: VEHICLE ACCIDENT -;9-10-2019;15:36:36
35,18215623;136,9557027;EMS: FRACTURE;9-10-2019;15:39:01
35,12706842;136,9709293;Fire: VEHICLE LEAKING FUEL;9-10-2019;15:43:12
35,11553611;136,9862469;Fire: FIRE ALARM;9-10-2019;15:46:05
35,14550541;136,9629802;Traffic: VEHICLE ACCIDENT -;9-10-2019;15:47:13
35,12459816;136,9970384;EMS: HEMORRHAGING;9-10-2019;16:07:13
35,15706674;136,9545776;EMS: FALL VICTIM;9-10-2019;16:09:11
35,14267156;136,9627787;Traffic: VEHICLE ACCIDENT -;9-10-2019;16:10:13
35,15877459;136,9693198;Traffic: DISABLED VEHICLE -;9-10-2019;16:13:56
35,12646817;136,9428014;Traffic: VEHICLE ACCIDENT -;9-10-2019;16:14:40
35,19603226;136,9585657;EMS: SUBJECT IN PAIN;9-10-2019;16:25:57
35,1151199;136,9466488;EMS: RESPIRATORY EMERGENCY;9-10-2019;16:33:14
35,11104382;136,9520324;Traffic: VEHICLE ACCIDENT -;9-10-2019;16:36:34
35,17208563;136,9164245;Traffic: VEHICLE ACCIDENT -;9-10-2019;16:39:10
35,18443208;136,927587;EMS: CARDIAC EMERGENCY;9-10-2019;16:42:37
35,16371843;136,9611985;Traffic: DISABLED VEHICLE -;9-10-2019;16:43:11
35,12204131;136,9655205;Fire: FIRE SPECIAL SERVICE;9-10-2019;16:46:32
35,1956354;136,9231396;EMS: VEHICLE ACCIDENT;9-10-2019;16:48:16
35,13536132;136,9340697;EMS: SUSPICIOUS;9-10-2019;16:50:23
35,1559288;136,9330201;Traffic: VEHICLE ACCIDENT -;9-10-2019;16:54:01
35,18288695;136,9796048;Traffic: VEHICLE ACCIDENT -;9-10-2019;17:04:36
35,13335696;136,9387986;EMS: FRACTURE;9-10-2019;17:06:56
35,14011753;136,9401349;Traffic: VEHICLE ACCIDENT -;9-10-2019;17:11:41
35,17024695;136,9460886;Traffic: ROAD OBSTRUCTION -;9-10-2019;17:14:44
35,15413148;136,9154353;EMS: CVA/STROKE;9-10-2019;17:15:36
35,15843422;136,9428051;Traffic: DISABLED VEHICLE -;9-10-2019;17:16:11
35,11634278;136,9288068;EMS: FALL VICTIM;9-10-2019;17:17:45
35,12668562;136,9270176;EMS: OVERDOSE;9-10-2019;17:23:46
35,16211772;136,9143059;EMS: ANIMAL BITE;9-10-2019;17:25:19
35,11462683;136,9716194;EMS: FALL VICTIM;9-10-2019;17:25:38
35,11264903;136,9229844;EMS: CARDIAC EMERGENCY;9-10-2019;17:25:59
35,12790584;136,9200547;EMS: OVERDOSE;9-10-2019;17:27:39
35,16433801;136,9256111;Fire: VEHICLE ACCIDENT;9-10-2019;17:27:59
35,12104354;136,9777391;EMS: NAUSEA/VOMITING;9-10-2019;17:29:56
35,16166574;136,9958369;Traffic: VEHICLE ACCIDENT -;9-10-2019;17:30:49
35,16539033;136,9650355;EMS: SEIZURES;9-10-2019;17:31:02
35,15231394;136,9475528;EMS: VEHICLE ACCIDENT;9-10-2019;17:38:04
35,19962292;136,9241128;Fire: VEHICLE FIRE;9-10-2019;17:38:04
35,16984645;136,9437468;Traffic: VEHICLE ACCIDENT -;9-10-2019;17:40:23
35,18584947;136,9193648;EMS: FALL VICTIM;9-10-2019;17:45:12
35,12998398;136,9615154;EMS: DOMESTIC DISTURBANCE;9-10-2019;17:51:57
35,18781182;136,9621648;Traffic: VEHICLE ACCIDENT -;9-10-2019;17:59:21
35,12593823;136,93271;Fire: FIRE ALARM;9-10-2019;18:00:00
35,16222516;136,9458511;EMS: ARMED SUBJECT;9-10-2019;18:06:28
35,15437874;136,9700513;EMS: CARDIAC EMERGENCY;9-10-2019;18:07:13
35,19823372;136,9111644;Traffic: VEHICLE ACCIDENT -;9-10-2019;18:07:25
35,14869234;136,9888176;Traffic: VEHICLE ACCIDENT -;9-10-2019;18:09:20
35,16049015;136,9928015;Traffic: VEHICLE ACCIDENT -;9-10-2019;18:23:02
35,11810944;136,9479279;EMS: MATERNITY;9-10-2019;18:31:23
35,1414715;136,9323623;EMS: HEMORRHAGING;9-10-2019;18:34:38
35,11407208;136,9939656;Traffic: VEHICLE ACCIDENT -;9-10-2019;18:36:18
35,13046506;136,9984102;EMS: BACK PAINS/INJURY;9-10-2019;18:36:21
35,15265334;136,9940719;EMS: GENERAL WEAKNESS;9-10-2019;18:38:23
35,11691111;136,972238;Traffic: VEHICLE ACCIDENT -;9-10-2019;18:39:41
35,1791417;136,9372972;EMS: ABDOMINAL PAINS;9-10-2019;18:45:38
35,11652655;136,9275618;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;18:50:00
35,19577871;136,9222704;EMS: FALL VICTIM;9-10-2019;18:58:56
35,16553265;136,9572482;Fire: ELECTRICAL FIRE OUTSIDE;9-10-2019;18:59:31
35,18551837;136,9626973;EMS: DOMESTIC DISTURBANCE;9-10-2019;19:06:12
35,14260698;136,9712524;EMS: UNCONSCIOUS SUBJECT;9-10-2019;19:10:27
35,19557929;136,9869837;Fire: VEHICLE FIRE;9-10-2019;19:10:58
35,18447669;136,9525157;Traffic: ROAD OBSTRUCTION -;9-10-2019;19:16:58
35,19815609;136,9579012;EMS: CARDIAC EMERGENCY;9-10-2019;19:18:25
35,18022718;136,9421389;EMS: UNRESPONSIVE SUBJECT;9-10-2019;19:18:49
35,1984256;136,9401808;EMS: UNKNOWN MEDICAL EMERGENCY;9-10-2019;19:20:23
35,19635836;136,9182183;Fire: GAS-ODOR/LEAK;9-10-2019;19:27:40
35,15072397;136,9139805;EMS: CARDIAC ARREST;9-10-2019;19:37:58
35,16863493;136,9468573;EMS: BACK PAINS/INJURY;9-10-2019;19:46:25
35,13216005;136,9220541;Fire: FIRE ALARM;9-10-2019;19:48:26
35,14590865;136,9380742;EMS: FALL VICTIM;9-10-2019;19:58:15
35,14889129;136,9661429;EMS: HEMORRHAGING;9-10-2019;20:04:25
